Date,Centre_Name,Commodity_Name,Price
16-06-10,LUCKNOW,Wheat,1125
16-06-10,KANPUR,Wheat,1130
16-06-10,DEHRADUN,Wheat,1210
16-06-10,RAIPUR,Wheat,NA
16-06-10,AHMEDABAD,Wheat,1350
16-06-10,RAJKOT,Wheat,1200
16-06-10,BHOPAL,Wheat,1050
16-06-10,MUMBAI,Wheat,1615
16-06-10,JAIPUR,Wheat,1280
16-06-10,PATNA,Wheat,1200
16-06-10,RANCHI,Wheat,NA
16-06-10,BHUBANESHWAR,Wheat,1210
16-06-10,KOLKATA,Wheat,NA
16-06-10,GUWAHATI,Wheat,1400
16-06-10,SHILLONG,Wheat,NA
16-06-10,AIZWAL,Wheat,NA
16-06-10,KOHIMA,Wheat,1300
16-06-10,AGARTALA,Wheat,NA
16-06-10,VIJAYWADA,Wheat,1600
16-06-10,BENGALURU,Wheat,1900
16-06-10,T.PURAM,Wheat,1990
16-06-10,CHENNAI,Wheat,2000
16-06-10,DINDIGUL,Wheat,1950
16-06-10,HYDERABAD,Wheat,1700
17-06-10,CHANDIGARH,Wheat,NA
17-06-10,DELHI,Wheat,1260
17-06-10,SHIMLA,Wheat,1500
17-06-10,SRINAGAR,Wheat,NA
17-06-10,JAMMU,Wheat,NA
17-06-10,AMRITSAR,Wheat,1150
17-06-10,LUDHIANA,Wheat,1200
17-06-10,LUCKNOW,Wheat,1125
17-06-10,KANPUR,Wheat,1130
17-06-10,DEHRADUN,Wheat,1210
17-06-10,RAIPUR,Wheat,NA
17-06-10,AHMEDABAD,Wheat,1350
17-06-10,RAJKOT,Wheat,1200
17-06-10,BHOPAL,Wheat,1050
17-06-10,MUMBAI,Wheat,1615
17-06-10,JAIPUR,Wheat,1280
17-06-10,PATNA,Wheat,1250
17-06-10,RANCHI,Wheat,NA
17-06-10,BHUBANESHWAR,Wheat,1210
17-06-10,KOLKATA,Wheat,NA
17-06-10,GUWAHATI,Wheat,1400
17-06-10,SHILLONG,Wheat,NA
17-06-10,AIZWAL,Wheat,NA
17-06-10,KOHIMA,Wheat,1300
17-06-10,AGARTALA,Wheat,NA
17-06-10,VIJAYWADA,Wheat,1600
17-06-10,BENGALURU,Wheat,1900
17-06-10,T.PURAM,Wheat,1990
17-06-10,CHENNAI,Wheat,2000
17-06-10,DINDIGUL,Wheat,1950
17-06-10,HYDERABAD,Wheat,1700
18-06-10,CHANDIGARH,Wheat,NA
18-06-10,DELHI,Wheat,1260
18-06-10,SHIMLA,Wheat,1500
18-06-10,SRINAGAR,Wheat,NA
18-06-10,JAMMU,Wheat,NA
18-06-10,AMRITSAR,Wheat,1150
18-06-10,LUDHIANA,Wheat,1200
18-06-10,LUCKNOW,Wheat,1125
18-06-10,KANPUR,Wheat,1150
18-06-10,DEHRADUN,Wheat,1210
18-06-10,RAIPUR,Wheat,NA
18-06-10,AHMEDABAD,Wheat,1350
18-06-10,RAJKOT,Wheat,1400
18-06-10,BHOPAL,Wheat,1050
18-06-10,MUMBAI,Wheat,1606
18-06-10,JAIPUR,Wheat,1280
18-06-10,PATNA,Wheat,1250
18-06-10,RANCHI,Wheat,NA
18-06-10,BHUBANESHWAR,Wheat,1210
18-06-10,KOLKATA,Wheat,NA
18-06-10,GUWAHATI,Wheat,1400
18-06-10,SHILLONG,Wheat,NA
18-06-10,AIZWAL,Wheat,NA
18-06-10,KOHIMA,Wheat,1300
18-06-10,AGARTALA,Wheat,NA
18-06-10,VIJAYWADA,Wheat,1600
18-06-10,BENGALURU,Wheat,1900
18-06-10,T.PURAM,Wheat,1990
18-06-10,CHENNAI,Wheat,2000
18-06-10,DINDIGUL,Wheat,1950
18-06-10,HYDERABAD,Wheat,1700
21-06-10,CHANDIGARH,Wheat,NA
21-06-10,DELHI,Wheat,1230
21-06-10,SHIMLA,Wheat,1500
21-06-10,SRINAGAR,Wheat,NA
21-06-10,JAMMU,Wheat,NA
21-06-10,AMRITSAR,Wheat,1150
21-06-10,LUDHIANA,Wheat,1200
21-06-10,LUCKNOW,Wheat,1125
21-06-10,KANPUR,Wheat,1150
21-06-10,DEHRADUN,Wheat,1210
21-06-10,RAIPUR,Wheat,NA
21-06-10,AHMEDABAD,Wheat,1350
21-06-10,RAJKOT,Wheat,1400
21-06-10,BHOPAL,Wheat,1050
21-06-10,MUMBAI,Wheat,1590
21-06-10,JAIPUR,Wheat,1280
21-06-10,PATNA,Wheat,1250
21-06-10,RANCHI,Wheat,NA
21-06-10,BHUBANESHWAR,Wheat,1210
21-06-10,KOLKATA,Wheat,NA
21-06-10,GUWAHATI,Wheat,NA
21-06-10,SHILLONG,Wheat,NA
21-06-10,AIZWAL,Wheat,NA
21-06-10,KOHIMA,Wheat,1300
21-06-10,AGARTALA,Wheat,NA
21-06-10,VIJAYWADA,Wheat,1600
21-06-10,BENGALURU,Wheat,1900
21-06-10,T.PURAM,Wheat,1990
21-06-10,CHENNAI,Wheat,2000
21-06-10,DINDIGUL,Wheat,1950
21-06-10,HYDERABAD,Wheat,1700
22-06-10,CHANDIGARH,Wheat,NA
22-06-10,DELHI,Wheat,1230
22-06-10,SHIMLA,Wheat,1500
22-06-10,SRINAGAR,Wheat,NA
22-06-10,JAMMU,Wheat,NA
22-06-10,AMRITSAR,Wheat,1150
22-06-10,LUDHIANA,Wheat,1200
22-06-10,LUCKNOW,Wheat,1125
22-06-10,KANPUR,Wheat,1150
22-06-10,DEHRADUN,Wheat,1210
22-06-10,RAIPUR,Wheat,NA
22-06-10,AHMEDABAD,Wheat,1350
22-06-10,RAJKOT,Wheat,1400
22-06-10,BHOPAL,Wheat,1050
22-06-10,MUMBAI,Wheat,1606
22-06-10,JAIPUR,Wheat,1280
22-06-10,PATNA,Wheat,1200
22-06-10,RANCHI,Wheat,NA
22-06-10,BHUBANESHWAR,Wheat,1210
22-06-10,KOLKATA,Wheat,NA
22-06-10,GUWAHATI,Wheat,NA
22-06-10,SHILLONG,Wheat,NA
22-06-10,AIZWAL,Wheat,NA
22-06-10,KOHIMA,Wheat,1300
22-06-10,AGARTALA,Wheat,NA
22-06-10,VIJAYWADA,Wheat,1600
22-06-10,BENGALURU,Wheat,1900
22-06-10,T.PURAM,Wheat,1990
22-06-10,CHENNAI,Wheat,2000
22-06-10,DINDIGUL,Wheat,1950
22-06-10,HYDERABAD,Wheat,1700
23-06-10,CHANDIGARH,Wheat,NA
23-06-10,DELHI,Wheat,1240
23-06-10,SHIMLA,Wheat,1500
23-06-10,SRINAGAR,Wheat,NA
23-06-10,JAMMU,Wheat,NA
23-06-10,AMRITSAR,Wheat,1150
23-06-10,LUDHIANA,Wheat,1200
23-06-10,LUCKNOW,Wheat,1130
23-06-10,KANPUR,Wheat,1150
23-06-10,DEHRADUN,Wheat,1230
23-06-10,RAIPUR,Wheat,NA
23-06-10,AHMEDABAD,Wheat,1350
23-06-10,RAJKOT,Wheat,1400
23-06-10,BHOPAL,Wheat,1050
23-06-10,MUMBAI,Wheat,1606
23-06-10,JAIPUR,Wheat,1280
23-06-10,PATNA,Wheat,1200
23-06-10,RANCHI,Wheat,NA
23-06-10,BHUBANESHWAR,Wheat,1210
23-06-10,KOLKATA,Wheat,NA
23-06-10,GUWAHATI,Wheat,NA
23-06-10,SHILLONG,Wheat,NA
23-06-10,AIZWAL,Wheat,NA
23-06-10,KOHIMA,Wheat,1300
23-06-10,AGARTALA,Wheat,NA
23-06-10,VIJAYWADA,Wheat,1600
23-06-10,BENGALURU,Wheat,1700
23-06-10,T.PURAM,Wheat,1990
23-06-10,CHENNAI,Wheat,2000
23-06-10,DINDIGUL,Wheat,1950
23-06-10,HYDERABAD,Wheat,1667
24-06-10,CHANDIGARH,Wheat,NA
24-06-10,DELHI,Wheat,1240
24-06-10,SHIMLA,Wheat,1500
24-06-10,SRINAGAR,Wheat,NA
24-06-10,JAMMU,Wheat,NA
24-06-10,AMRITSAR,Wheat,1150
24-06-10,LUDHIANA,Wheat,1200
24-06-10,LUCKNOW,Wheat,1130
24-06-10,KANPUR,Wheat,1150
24-06-10,DEHRADUN,Wheat,NA
24-06-10,RAIPUR,Wheat,NA
24-06-10,AHMEDABAD,Wheat,1350
24-06-10,RAJKOT,Wheat,1400
24-06-10,BHOPAL,Wheat,1050
24-06-10,MUMBAI,Wheat,1606
24-06-10,JAIPUR,Wheat,1280
24-06-10,PATNA,Wheat,1250
24-06-10,RANCHI,Wheat,NA
24-06-10,BHUBANESHWAR,Wheat,1210
24-06-10,KOLKATA,Wheat,NA
24-06-10,GUWAHATI,Wheat,NA
24-06-10,SHILLONG,Wheat,NA
24-06-10,AIZWAL,Wheat,NA
24-06-10,KOHIMA,Wheat,1300
24-06-10,AGARTALA,Wheat,NA
24-06-10,VIJAYWADA,Wheat,1600
24-06-10,BENGALURU,Wheat,1700
24-06-10,T.PURAM,Wheat,1990
24-06-10,CHENNAI,Wheat,2000
24-06-10,DINDIGUL,Wheat,1950
24-06-10,HYDERABAD,Wheat,1700
25-06-10,CHANDIGARH,Wheat,NA
25-06-10,DELHI,Wheat,1240
25-06-10,SHIMLA,Wheat,1500
25-06-10,SRINAGAR,Wheat,NA
25-06-10,JAMMU,Wheat,1400
25-06-10,AMRITSAR,Wheat,1150
25-06-10,LUDHIANA,Wheat,1200
25-06-10,LUCKNOW,Wheat,1130
25-06-10,KANPUR,Wheat,1150
25-06-10,DEHRADUN,Wheat,NA
25-06-10,RAIPUR,Wheat,NA
25-06-10,AHMEDABAD,Wheat,1350
25-06-10,RAJKOT,Wheat,1400
25-06-10,BHOPAL,Wheat,1050
25-06-10,MUMBAI,Wheat,1615
25-06-10,JAIPUR,Wheat,1280
25-06-10,PATNA,Wheat,1250
25-06-10,RANCHI,Wheat,NA
25-06-10,BHUBANESHWAR,Wheat,1210
25-06-10,KOLKATA,Wheat,NA
25-06-10,GUWAHATI,Wheat,NA
25-06-10,SHILLONG,Wheat,NA
25-06-10,AIZWAL,Wheat,NA
25-06-10,KOHIMA,Wheat,NA
25-06-10,AGARTALA,Wheat,NA
25-06-10,VIJAYWADA,Wheat,1600
25-06-10,BENGALURU,Wheat,1700
25-06-10,T.PURAM,Wheat,1990
25-06-10,CHENNAI,Wheat,2000
25-06-10,DINDIGUL,Wheat,1950
25-06-10,HYDERABAD,Wheat,1700
28-06-10,CHANDIGARH,Wheat,NA
28-06-10,DELHI,Wheat,1240
28-06-10,SHIMLA,Wheat,1500
28-06-10,SRINAGAR,Wheat,NA
28-06-10,JAMMU,Wheat,NA
28-06-10,AMRITSAR,Wheat,1150
28-06-10,LUDHIANA,Wheat,1200
28-06-10,LUCKNOW,Wheat,1130
28-06-10,KANPUR,Wheat,1150
28-06-10,DEHRADUN,Wheat,NA
28-06-10,RAIPUR,Wheat,NA
28-06-10,AHMEDABAD,Wheat,1450
28-06-10,RAJKOT,Wheat,1400
28-06-10,BHOPAL,Wheat,1050
28-06-10,MUMBAI,Wheat,1546
28-06-10,JAIPUR,Wheat,1280
28-06-10,PATNA,Wheat,1250
28-06-10,RANCHI,Wheat,NA
28-06-10,BHUBANESHWAR,Wheat,1340
28-06-10,KOLKATA,Wheat,NA
28-06-10,GUWAHATI,Wheat,1550
28-06-10,SHILLONG,Wheat,NA
28-06-10,AIZWAL,Wheat,NA
28-06-10,KOHIMA,Wheat,NA
28-06-10,AGARTALA,Wheat,NA
28-06-10,VIJAYWADA,Wheat,1600
28-06-10,BENGALURU,Wheat,1700
28-06-10,T.PURAM,Wheat,1990
28-06-10,CHENNAI,Wheat,2000
28-06-10,DINDIGUL,Wheat,1950
28-06-10,HYDERABAD,Wheat,1700
29-06-10,CHANDIGARH,Wheat,NA
29-06-10,DELHI,Wheat,1235
29-06-10,SHIMLA,Wheat,1500
29-06-10,SRINAGAR,Wheat,NA
29-06-10,JAMMU,Wheat,NA
29-06-10,AMRITSAR,Wheat,1210
29-06-10,LUDHIANA,Wheat,1200
29-06-10,LUCKNOW,Wheat,1130
29-06-10,KANPUR,Wheat,1150
29-06-10,DEHRADUN,Wheat,NA
29-06-10,RAIPUR,Wheat,NA
29-06-10,AHMEDABAD,Wheat,1450
29-06-10,RAJKOT,Wheat,1400
29-06-10,BHOPAL,Wheat,1180
29-06-10,MUMBAI,Wheat,1500
29-06-10,JAIPUR,Wheat,1280
29-06-10,PATNA,Wheat,1250
29-06-10,RANCHI,Wheat,NA
29-06-10,BHUBANESHWAR,Wheat,1340
29-06-10,KOLKATA,Wheat,NA
29-06-10,GUWAHATI,Wheat,1550
29-06-10,SHILLONG,Wheat,NA
29-06-10,AIZWAL,Wheat,NA
29-06-10,KOHIMA,Wheat,NA
29-06-10,AGARTALA,Wheat,NA
29-06-10,VIJAYWADA,Wheat,1600
29-06-10,BENGALURU,Wheat,1700
29-06-10,T.PURAM,Wheat,1990
29-06-10,CHENNAI,Wheat,2000
29-06-10,DINDIGUL,Wheat,1950
29-06-10,HYDERABAD,Wheat,1700
30-06-10,CHANDIGARH,Wheat,NA
30-06-10,DELHI,Wheat,1230
30-06-10,SHIMLA,Wheat,1500
30-06-10,SRINAGAR,Wheat,NA
30-06-10,JAMMU,Wheat,NA
30-06-10,AMRITSAR,Wheat,1210
30-06-10,LUDHIANA,Wheat,1200
30-06-10,LUCKNOW,Wheat,1140
30-06-10,KANPUR,Wheat,1150
30-06-10,DEHRADUN,Wheat,1230
30-06-10,RAIPUR,Wheat,NA
30-06-10,AHMEDABAD,Wheat,1350
30-06-10,RAJKOT,Wheat,1450
30-06-10,BHOPAL,Wheat,1180
30-06-10,MUMBAI,Wheat,1475
30-06-10,JAIPUR,Wheat,1280
30-06-10,PATNA,Wheat,1250
30-06-10,RANCHI,Wheat,NA
30-06-10,BHUBANESHWAR,Wheat,1340
30-06-10,KOLKATA,Wheat,NA
30-06-10,GUWAHATI,Wheat,1550
30-06-10,SHILLONG,Wheat,NA
30-06-10,AIZWAL,Wheat,NA
30-06-10,KOHIMA,Wheat,NA
30-06-10,AGARTALA,Wheat,NA
30-06-10,VIJAYWADA,Wheat,NA
30-06-10,BENGALURU,Wheat,1700
30-06-10,T.PURAM,Wheat,1990
30-06-10,CHENNAI,Wheat,2000
30-06-10,DINDIGUL,Wheat,1950
30-06-10,HYDERABAD,Wheat,NA
01-07-10,DELHI,Wheat,1220
01-07-10,SHIMLA,Wheat,1500
01-07-10,AMRITSAR,Wheat,1210
01-07-10,LUDHIANA,Wheat,1200
01-07-10,LUCKNOW,Wheat,1130
01-07-10,KANPUR,Wheat,1150
01-07-10,DEHRADUN,Wheat,1230
01-07-10,AHMEDABAD,Wheat,1350
01-07-10,RAJKOT,Wheat,1450
01-07-10,BHOPAL,Wheat,1180
01-07-10,MUMBAI,Wheat,1475
01-07-10,JAIPUR,Wheat,1280
01-07-10,PATNA,Wheat,1250
01-07-10,BHUBANESHWAR,Wheat,1340
01-07-10,KOLKATA,Wheat,NA
01-07-10,GUWAHATI,Wheat,1550
01-07-10,AGARTALA,Wheat,NA
01-07-10,VIJAYWADA,Wheat,1600
01-07-10,BENGALURU,Wheat,1800
01-07-10,T.PURAM,Wheat,1990
01-07-10,CHENNAI,Wheat,2000
01-07-10,DINDIGUL,Wheat,1950
01-07-10,HYDERABAD,Wheat,1700
02-07-10,DELHI,Wheat,1225
02-07-10,SHIMLA,Wheat,1500
02-07-10,JAMMU,Wheat,1400
02-07-10,AMRITSAR,Wheat,1210
02-07-10,LUDHIANA,Wheat,1200
02-07-10,LUCKNOW,Wheat,1140
02-07-10,KANPUR,Wheat,1150
02-07-10,DEHRADUN,Wheat,1230
02-07-10,AHMEDABAD,Wheat,1350
02-07-10,RAJKOT,Wheat,1450
02-07-10,BHOPAL,Wheat,1180
02-07-10,MUMBAI,Wheat,1475
02-07-10,JAIPUR,Wheat,1280
02-07-10,PATNA,Wheat,1250
02-07-10,BHUBANESHWAR,Wheat,1340
02-07-10,KOLKATA,Wheat,NA
02-07-10,GUWAHATI,Wheat,1350
02-07-10,SHILLONG,Wheat,NA
02-07-10,AGARTALA,Wheat,NA
02-07-10,VIJAYWADA,Wheat,1600
02-07-10,BENGALURU,Wheat,1800
02-07-10,T.PURAM,Wheat,1970
02-07-10,CHENNAI,Wheat,2000
02-07-10,DINDIGUL,Wheat,1950
02-07-10,HYDERABAD,Wheat,1667
05-07-10,DELHI,Wheat,1225
05-07-10,SHIMLA,Wheat,1500
05-07-10,JAMMU,Wheat,1400
05-07-10,AMRITSAR,Wheat,1210
05-07-10,LUDHIANA,Wheat,1200
05-07-10,LUCKNOW,Wheat,1140
05-07-10,KANPUR,Wheat,1150
05-07-10,DEHRADUN,Wheat,1230
05-07-10,AHMEDABAD,Wheat,1350
05-07-10,RAJKOT,Wheat,1450
05-07-10,BHOPAL,Wheat,1180
05-07-10,MUMBAI,Wheat,1475
05-07-10,JAIPUR,Wheat,1280
05-07-10,PATNA,Wheat,1250
05-07-10,BHUBANESHWAR,Wheat,1340
05-07-10,KOLKATA,Wheat,NA
05-07-10,GUWAHATI,Wheat,1350
05-07-10,SHILLONG,Wheat,NA
05-07-10,AGARTALA,Wheat,NA
05-07-10,VIJAYWADA,Wheat,1600
05-07-10,BENGALURU,Wheat,1800
05-07-10,T.PURAM,Wheat,1970
05-07-10,CHENNAI,Wheat,2000
05-07-10,DINDIGUL,Wheat,1950
05-07-10,HYDERABAD,Wheat,1667
06-07-10,DELHI,Wheat,1225
06-07-10,SHIMLA,Wheat,1500
06-07-10,JAMMU,Wheat,1400
06-07-10,AMRITSAR,Wheat,1210
06-07-10,LUDHIANA,Wheat,1200
06-07-10,LUCKNOW,Wheat,1140
06-07-10,KANPUR,Wheat,1150
06-07-10,DEHRADUN,Wheat,1230
06-07-10,AHMEDABAD,Wheat,1350
06-07-10,RAJKOT,Wheat,1450
06-07-10,BHOPAL,Wheat,1180
06-07-10,MUMBAI,Wheat,1488
06-07-10,JAIPUR,Wheat,1280
06-07-10,PATNA,Wheat,1250
06-07-10,BHUBANESHWAR,Wheat,1340
06-07-10,KOLKATA,Wheat,NA
06-07-10,GUWAHATI,Wheat,1350
06-07-10,SHILLONG,Wheat,NA
06-07-10,AGARTALA,Wheat,NA
06-07-10,VIJAYWADA,Wheat,1600
06-07-10,BENGALURU,Wheat,1800
06-07-10,T.PURAM,Wheat,1970
06-07-10,CHENNAI,Wheat,2000
06-07-10,DINDIGUL,Wheat,1950
06-07-10,HYDERABAD,Wheat,1667
07-07-10,DELHI,Wheat,1230
07-07-10,SHIMLA,Wheat,1500
07-07-10,AMRITSAR,Wheat,1210
07-07-10,LUDHIANA,Wheat,1200
07-07-10,LUCKNOW,Wheat,1140
07-07-10,KANPUR,Wheat,1150
07-07-10,DEHRADUN,Wheat,1235
07-07-10,AHMEDABAD,Wheat,1350
07-07-10,RAJKOT,Wheat,1450
07-07-10,BHOPAL,Wheat,1180
07-07-10,MUMBAI,Wheat,1463
07-07-10,JAIPUR,Wheat,1280
07-07-10,PATNA,Wheat,1250
07-07-10,BHUBANESHWAR,Wheat,1340
07-07-10,GUWAHATI,Wheat,1100
07-07-10,AGARTALA,Wheat,NA
07-07-10,VIJAYWADA,Wheat,1600
07-07-10,BENGALURU,Wheat,1800
07-07-10,T.PURAM,Wheat,1970
07-07-10,CHENNAI,Wheat,2050
07-07-10,DINDIGUL,Wheat,1950
07-07-10,HYDERABAD,Wheat,1700
08-07-10,DELHI,Wheat,1230
08-07-10,SHIMLA,Wheat,1500
08-07-10,AMRITSAR,Wheat,1210
08-07-10,LUDHIANA,Wheat,1200
08-07-10,LUCKNOW,Wheat,1140
08-07-10,KANPUR,Wheat,1050
08-07-10,DEHRADUN,Wheat,1235
08-07-10,AHMEDABAD,Wheat,1250
08-07-10,RAJKOT,Wheat,1450
08-07-10,BHOPAL,Wheat,1180
08-07-10,MUMBAI,Wheat,1463
08-07-10,JAIPUR,Wheat,1280
08-07-10,PATNA,Wheat,1250
08-07-10,BHUBANESHWAR,Wheat,1340
08-07-10,GUWAHATI,Wheat,1100
08-07-10,AGARTALA,Wheat,NA
08-07-10,VIJAYWADA,Wheat,1600
08-07-10,BENGALURU,Wheat,1800
08-07-10,T.PURAM,Wheat,1970
08-07-10,CHENNAI,Wheat,2050
08-07-10,DINDIGUL,Wheat,1950
08-07-10,HYDERABAD,Wheat,1700
09-07-10,DELHI,Wheat,1230
09-07-10,SHIMLA,Wheat,1500
09-07-10,LUCKNOW,Wheat,1140
09-07-10,KANPUR,Wheat,1100
09-07-10,DEHRADUN,Wheat,1235
09-07-10,AHMEDABAD,Wheat,1350
09-07-10,RAJKOT,Wheat,1450
09-07-10,BHOPAL,Wheat,1180
09-07-10,MUMBAI,Wheat,1450
09-07-10,JAIPUR,Wheat,1280
09-07-10,PATNA,Wheat,1270
09-07-10,BHUBANESHWAR,Wheat,1340
09-07-10,GUWAHATI,Wheat,1100
09-07-10,SHILLONG,Wheat,NA
09-07-10,AGARTALA,Wheat,NA
09-07-10,VIJAYWADA,Wheat,1817
09-07-10,BENGALURU,Wheat,1800
09-07-10,T.PURAM,Wheat,1970
09-07-10,CHENNAI,Wheat,2050
09-07-10,DINDIGUL,Wheat,1950
09-07-10,HYDERABAD,Wheat,1700
12-07-10,DELHI,Wheat,1225
12-07-10,SHIMLA,Wheat,1500
12-07-10,LUCKNOW,Wheat,1140
12-07-10,KANPUR,Wheat,1100
12-07-10,DEHRADUN,Wheat,1235
12-07-10,AHMEDABAD,Wheat,1350
12-07-10,RAJKOT,Wheat,1425
12-07-10,BHOPAL,Wheat,1180
12-07-10,MUMBAI,Wheat,1450
12-07-10,JAIPUR,Wheat,1280
12-07-10,PATNA,Wheat,1280
12-07-10,BHUBANESHWAR,Wheat,1340
12-07-10,KOLKATA,Wheat,NA
12-07-10,AGARTALA,Wheat,NA
12-07-10,VIJAYWADA,Wheat,1817
12-07-10,BENGALURU,Wheat,1800
12-07-10,T.PURAM,Wheat,1970
12-07-10,CHENNAI,Wheat,2050
12-07-10,DINDIGUL,Wheat,1950
12-07-10,HYDERABAD,Wheat,1700
13-07-10,DELHI,Wheat,1225
13-07-10,SHIMLA,Wheat,1500
13-07-10,LUCKNOW,Wheat,1150
13-07-10,KANPUR,Wheat,1100
13-07-10,DEHRADUN,Wheat,1235
13-07-10,AHMEDABAD,Wheat,1350
13-07-10,RAJKOT,Wheat,1425
13-07-10,BHOPAL,Wheat,1180
13-07-10,MUMBAI,Wheat,1450
13-07-10,JAIPUR,Wheat,1280
13-07-10,PATNA,Wheat,1260
13-07-10,AGARTALA,Wheat,NA
13-07-10,VIJAYWADA,Wheat,1817
13-07-10,BENGALURU,Wheat,1800
13-07-10,T.PURAM,Wheat,1970
13-07-10,CHENNAI,Wheat,2050
13-07-10,DINDIGUL,Wheat,1950
13-07-10,HYDERABAD,Wheat,1700
14-07-10,DELHI,Wheat,1225
14-07-10,SHIMLA,Wheat,1500
14-07-10,AMRITSAR,Wheat,1250
14-07-10,LUDHIANA,Wheat,1200
14-07-10,LUCKNOW,Wheat,1150
14-07-10,KANPUR,Wheat,1130
14-07-10,DEHRADUN,Wheat,1245
14-07-10,AHMEDABAD,Wheat,1350
14-07-10,RAJKOT,Wheat,1425
14-07-10,BHOPAL,Wheat,1180
14-07-10,MUMBAI,Wheat,1450
14-07-10,JAIPUR,Wheat,1280
14-07-10,PATNA,Wheat,1260
14-07-10,BHUBANESHWAR,Wheat,1400
14-07-10,GUWAHATI,Wheat,1100
14-07-10,AGARTALA,Wheat,NA
14-07-10,VIJAYWADA,Wheat,1817
14-07-10,BENGALURU,Wheat,1800
14-07-10,T.PURAM,Wheat,1970
14-07-10,CHENNAI,Wheat,2050
14-07-10,DINDIGUL,Wheat,1950
14-07-10,HYDERABAD,Wheat,1700
15-07-10,DELHI,Wheat,1225
15-07-10,SHIMLA,Wheat,1500
15-07-10,AMRITSAR,Wheat,1250
15-07-10,LUDHIANA,Wheat,1200
15-07-10,LUCKNOW,Wheat,1150
15-07-10,KANPUR,Wheat,1130
15-07-10,DEHRADUN,Wheat,1245
15-07-10,AHMEDABAD,Wheat,1350
15-07-10,RAJKOT,Wheat,1425
15-07-10,BHOPAL,Wheat,1180
15-07-10,MUMBAI,Wheat,1450
15-07-10,JAIPUR,Wheat,1280
15-07-10,PATNA,Wheat,1260
15-07-10,BHUBANESHWAR,Wheat,1400
15-07-10,KOLKATA,Wheat,NA
15-07-10,GUWAHATI,Wheat,1100
15-07-10,AGARTALA,Wheat,NA
15-07-10,VIJAYWADA,Wheat,1817
15-07-10,BENGALURU,Wheat,1800
15-07-10,T.PURAM,Wheat,1970
15-07-10,CHENNAI,Wheat,2050
15-07-10,DINDIGUL,Wheat,1950
15-07-10,HYDERABAD,Wheat,1700
16-07-10,DELHI,Wheat,1225
16-07-10,SHIMLA,Wheat,1500
16-07-10,AMRITSAR,Wheat,1150
16-07-10,LUDHIANA,Wheat,1200
16-07-10,LUCKNOW,Wheat,1150
16-07-10,KANPUR,Wheat,1130
16-07-10,DEHRADUN,Wheat,1245
16-07-10,AHMEDABAD,Wheat,1350
16-07-10,RAJKOT,Wheat,1425
16-07-10,BHOPAL,Wheat,1180
16-07-10,MUMBAI,Wheat,1613
16-07-10,JAIPUR,Wheat,1280
16-07-10,PATNA,Wheat,1260
16-07-10,BHUBANESHWAR,Wheat,1400
16-07-10,KOLKATA,Wheat,NA
16-07-10,GUWAHATI,Wheat,1100
16-07-10,SHILLONG,Wheat,NA
16-07-10,AGARTALA,Wheat,NA
16-07-10,VIJAYWADA,Wheat,1817
16-07-10,BENGALURU,Wheat,1800
16-07-10,T.PURAM,Wheat,1970
16-07-10,CHENNAI,Wheat,2050
16-07-10,DINDIGUL,Wheat,1950
16-07-10,HYDERABAD,Wheat,1700
19-07-10,DELHI,Wheat,1225
19-07-10,SHIMLA,Wheat,1500
19-07-10,AMRITSAR,Wheat,1150
19-07-10,LUDHIANA,Wheat,1200
19-07-10,LUCKNOW,Wheat,1150
19-07-10,KANPUR,Wheat,1140
19-07-10,AHMEDABAD,Wheat,1350
19-07-10,RAJKOT,Wheat,1425
19-07-10,BHOPAL,Wheat,1180
19-07-10,MUMBAI,Wheat,1621
19-07-10,JAIPUR,Wheat,1280
19-07-10,PATNA,Wheat,1260
19-07-10,BHUBANESHWAR,Wheat,1400
19-07-10,KOLKATA,Wheat,NA
19-07-10,GUWAHATI,Wheat,1100
19-07-10,SHILLONG,Wheat,NA
19-07-10,AGARTALA,Wheat,NA
19-07-10,VIJAYWADA,Wheat,1817
19-07-10,BENGALURU,Wheat,1800
19-07-10,T.PURAM,Wheat,1970
19-07-10,CHENNAI,Wheat,2050
19-07-10,DINDIGUL,Wheat,1950
19-07-10,HYDERABAD,Wheat,1733
20-07-10,DELHI,Wheat,1225
20-07-10,SHIMLA,Wheat,1500
20-07-10,AMRITSAR,Wheat,1150
20-07-10,LUDHIANA,Wheat,1200
20-07-10,LUCKNOW,Wheat,1150
20-07-10,KANPUR,Wheat,1140
20-07-10,DEHRADUN,Wheat,1245
20-07-10,AHMEDABAD,Wheat,1350
20-07-10,RAJKOT,Wheat,1425
20-07-10,BHOPAL,Wheat,1180
20-07-10,MUMBAI,Wheat,1615
20-07-10,JAIPUR,Wheat,1280
20-07-10,PATNA,Wheat,1260
20-07-10,BHUBANESHWAR,Wheat,1400
20-07-10,KOLKATA,Wheat,NA
20-07-10,GUWAHATI,Wheat,1100
20-07-10,SHILLONG,Wheat,NA
20-07-10,AGARTALA,Wheat,NA
20-07-10,VIJAYWADA,Wheat,1983
20-07-10,BENGALURU,Wheat,1800
20-07-10,T.PURAM,Wheat,1980
20-07-10,CHENNAI,Wheat,2050
20-07-10,DINDIGUL,Wheat,1950
20-07-10,HYDERABAD,Wheat,1733
21-07-10,DELHI,Wheat,1225
21-07-10,SHIMLA,Wheat,1500
21-07-10,AMRITSAR,Wheat,1150
